,"72","165.3812176872681","28.07080567500202","68","160.24902353207008","14.689605624745617","79","129.48349130515194","27.298447825968967","74","142.3958260478393","8.206826168964179","70","158.69441534734304","15.354941549095656","68","239.58989631056605","28.065289872852173","69","148.08241155033465","11.248986671811958","72","194.23501393758664","22.961829970450996","66","209.0670314963561","36.57562384469401","74","173.67871355204562","38.37890597481675","72","210.14372041521372","19.367999441328383","77","118.77398644958635","28.93806364693792","71","172.85427009934475","35.31620941648799","67","189.0013690874425","27.35898710661977","71","216.71237103107967","24.602571849455725","68","174.17192730859483","15.249600122861223","64","175.4829253865169","16.000984287906896","69","179.4471424521988","27.891378359757734","74","163.18274143572825","30.84855967543743","69","191.44141453191546","32.68610080058368","68","199.89757016165117","21.265403784519023","72","210.52451429168573","13.966155122720357","59","172.669108710541","25.37655992500029","66","193.17907649933753","56.7915295931773","66","193.452539311276","28.375644483714154","64","203.61897349088284","13.982413518308602","73","178.27273191775987","30.285797765566485","62","204.44495420342213","49.56980589302001","69","126.00039625140224","38.460044341956326","66","168.3720120465152","24.191268459614715"
,"71","163.94564515704246","28.17538123515214","69","172.45603457181284","16.098179821209374","77","134.97413810615677","21.647101406711684","75","138.28233677568306","17.246882122533144","67","165.21107029964045","23.107912408795922","68","233.21640469792314","29.131741807045426","69","144.54271436312789","14.955068286139552","69","194.37269195750926","12.311698015076514","66","218.45683143650555","25.69042156578114","73","175.30435160523518","17.42893861503615","74","208.7578662356005","8.012283542315275","78","118.78843002929744","26.44397346978758","72","179.56299746507574","23.507947200478267","69","194.74063378110569","22.59902107292524","67","219.39416039491087","29.49505250533819","67","170.77750199688492","12.577542777042199","59","170.83370079395004","17.877910319431017","72","177.24556054936983","23.263872907070496","74","166.82890551656993","22.221479959076593","67","186.3295189350708","40.99787088790465","66","199.81875738022265","22.053496387065664","72","208.4999204083875","13.436821234938956","60","174.8461265742994","25.61870437000108","66","201.9146033488374","35.92876364933881","62","199.04737068549906","38.75256133145054","64","210.95308522873705","19.929811250247845","74","180.63990364622194","28.540025757475373","63","209.79640256772922","38.383244621217514","70","126.56651356965456","38.75482182772201","66","165.2805132336174","39.76225288516181"
,"71","168.88552843104972","31.794577587017887","67","171.60437633537882","10.910286826432868","76","137.41129056201777","11.378409027553152","74","132.14578999445942","24.92391559482554","70","159.37238535926465","23.862170607802053","65","246.38348021317566","47.67775374219774","66","148.23733184750506","18.22659006199926","65","194.03632502825548","19.80597199560442","68","212.68187665390965","22.138509333772234","71","173.59332796649883","35.04764932068876","76","206.47309811663607","4.301123601869268","75","115.75314196796256","19.864417574696294","72","188.67971913716536","18.19030405451617","68","200.2368276542391","20.289346086809303","69","217.07652882848168","27.032054170300064","69","175.61968187025343","15.638540966477086","58","176.3223586065578","23.555463573041305","73","190.91438507845004","19.74578293565008","74","173.6537713478315","11.632006383833174","68","178.20618152779667","54.12398981873429","67","202.7177567655629","17.483729745786388","74","206.48239576056218","12.711150133038373","63","173.8035521237705","33.146546328631686","65","212.22428819117252","40.10607842295117","61","192.87951492246987","49.15947190098431","63","206.72815717700982","31.82116024610298","74","178.61410926485686","39.12740801194313","64","214.05289587552738","36.490124433114914","67","122.52499803047583","59.59943500378057","69","162.06020339188547","18.018337375181787"
,"75","169.3902127979261","17.038156192891048","68","167.43134193804977","11.771796785653878","74","120.60581674583614","24.584013083253065","71","132.81693886718708","32.30026611303122","65","155.96099001389715","22.91156758669449","65","245.96865628450237","25.487199487277795","66","151.25698240743972","18.565409213880272","68","189.47907668967673","21.80150075218619","65","213.83415192525646","26.48066261164057","67","174.31892247341634","27.28449496733143","72","208.1833120465238","6.1835595789758315","72","118.1530847406382","22.32861928122381","75","189.65733939015462","22.1544734020065","66","203.02169536068098","21.27667488532629","70","212.94661614018358","21.95549606480303","73","170.09097640284693","9.600372991052847","59","173.4840267788647","26.03452001142874","71","194.72451308225092","19.889853079866548","69","165.67010529129055","12.296762714821769","69","161.9113052881987","46.619375944705865","67","203.3441633538344","14.946626441526261","71","207.3283730889796","13.022622961086842","64","180.88369572513625","19.151072169367474","66","210.721185890228","25.373138222811875","61","192.88722863645933","39.625908113178426","65","206.4675348795416","30.113513905345563","73","177.4586336429956","34.61751068606404","65","213.00212220708235","33.1111651512821","68","120.02131764259056","52.13218550673229","67","166.63770398959574","16.35649069286222"
,"76","168.64579489033258","12.531666255567","65","162.58272853043275","14.835985750259924","72","137.75033973982394","25.597835026017933","73","133.60791310786163","23.00616530688706","62","161.5024196883492","23.096086080687417","68","242.03857043028668","33.93023454682979","64","154.40560800534442","19.095867279712294","67","193.67227256102848","16.596967806175005","68","215.79382313331956","31.055560504033974","63","159.8900965235313","33.88475192159069","72","213.67796234752137","10.464200227137702","74","111.59414759497962","20.543158228859042","72","186.69724829627876","26.620985913618252","69","197.06324881833734","17.31873393228573","70","206.05005080625043","11.592927925800195","73","172.3627422122997","7.739592922433519","63","183.83148101900161","24.570274427294308","71","191.87058412698266","25.66541275102642","68","167.87043573792081","13.38049026844651","68","179.0374094738001","36.577431154905426","68","198.4821085687389","14.592295981311697","72","205.53973624776904","9.735308684174239","64","180.75731290954334","19.021734958377095","64","207.18139290905546","32.10112334804639","57","190.99114229304","44.42133967726522","67","208.36327738877813","18.2141201949225","73","171.80052400613204","33.24378523930744","58","217.6745944741945","27.435968160975357","68","124.30792138752601","63.14590220426897","69","157.0801621847116","22.673221279920817"
,"74","159.11119336460945","12.299662852563088","66","162.0297083865648","11.84906258744785","73","137.0543437593604","27.91438373056486","75","135.28712986117205","29.781799084058644","65","164.90311812692536","17.327840938151255","66","243.46944580716612","26.981047557365304","65","159.18147199441205","22.981578694175735","70","192.61084870404233","10.022553981307528","64","211.76559817146162","30.418963706201314","62","162.03397045198741","42.52156395027945","71","221.67887895148021","11.003840764126345","77","113.13133129921928","19.11113441454133","72","183.31810367151857","23.488214411417097","65","193.35054997325372","15.410983287216458","70","206.15189783124563","8.661252003566139","73","169.11864522986798","7.161001112467918","61","176.20835832497497","19.72696984714369","72","200.1812142752609","12.731411150187991","68","169.84877996950965","19.82613256300229","64","174.60818386370767","44.47094587716654","67","199.18209491940277","15.072982364964142","70","201.21806839158788","14.605294359898362","66","179.536122910167","13.093380504237857","60","215.6331232081841","36.66533141744433","53","201.59699430579522","47.13824684460053","69","209.9425959132151","32.30306611928906","71","179.30089375454415","41.03168437137684","62","214.8126549185526","26.324667172121767","67","115.46559358082538","58.02355076941175","65","154.84361038751936","26.232222706398023"
,"76","159.02848579319738","11.384070661874178","68","164.3718983649923","11.6305974967153","69","149.06525180830434","23.90497842087876","75","134.81981078808172","27.513399250096086","67","159.52395874917596","18.38478398751847","68","244.6211815677093","47.28216184195309","66","153.14015440739772","14.868801114163453","70","185.95742088610206","19.266359624386553","63","209.57397325693347","26.31672657115093","63","161.67857788427784","35.22672108068178","70","215.99725220920362","16.761212710682184","74","111.02638634177347","23.43285616922664","73","183.19605685775355","22.010078327373428","69","199.98414714589214","20.694299741423624","68","207.3587218157009","8.649027254390768","66","168.69353475858478","21.84106550508738","61","181.86648996871517","22.821722902614766","72","205.27147010217064","15.842821987790101","66","174.85630438333197","22.69344370913731","64","167.67193217773126","44.47208606452653","67","194.63837752325435","7.459840010382354","69","205.55695411256616","15.535129303694825","65","178.46443570420172","12.75160494551852","62","206.14828413197498","20.003178193987495","60","191.76627206628075","44.05577838028037","69","208.6627202309907","32.42177868506139","73","177.54409994119314","34.56442016970987","62","215.01553639500156","20.92834153284714","71","119.87214285015308","36.81650589520869","66","156.91153416245734","13.559895283331386"
,"75","164.16524329578684","19.882009651680903","67","163.65974783636503","13.189922649299","68","158.40192192448927","21.39675989859631","72","130.15219148467696","23.428778821464146","65","157.7999588346758","9.748072542937763","64","241.65168445274438","44.37524707044357","65","157.1649595924894","22.491383152776006","63","181.1818343000688","33.881363901495966","59","208.49660151512694","30.91941454573805","64","157.72768187164127","31.572020386616536","65","217.5256866821488","23.963776163835696","72","110.38365683253714","11.243379846894008","74","177.2765504161421","19.63655959182834","68","201.0190226298559","19.555626825606915","67","209.01598476612952","12.48369164478295","64","171.36522353620055","22.869355698582098","57","183.31851901201944","20.9099620550228","71","208.37855885791453","12.376810852868791","66","161.24755145796104","20.663593939673756","63","169.43163320743682","44.18570043873138","63","194.08486729323116","15.228459786547939","67","203.9416121451008","12.558063753161816","63","181.23788062391807","12.716354478439177","59","211.74163945271468","35.903866960623716","60","196.5905415764323","33.355279428161786","67","210.08416851531973","25.77380783392257","71","167.29271798650447","25.948008837972466","62","223.69254863075443","29.741736607903015","73","118.48752674067893","34.08754943362467","73","157.67894722523434","14.726871284266213"
,"73","164.80041021569517","12.924956831677717","63","168.40891424414076","17.07156182382843","70","173.81344354815272","16.470510977643556","69","126.03675818670989","25.610694457168854","65","157.05991195689316","12.174272374108568","63","242.99699493327932","43.896907512742125","62","157.631394597557","21.53675608573657","67","182.36381777901437","12.051717238733344","62","209.8520500232401","24.03998291818159","62","164.35266490357867","22.29870583215828","66","224.64518725611381","16.75022462388497","70","117.72213835675211","11.332949543950214","70","175.93578679140666","27.35622987311295","69","197.1379960953154","22.813045411025442","67","209.28360419066007","14.664460731117176","63","173.5549999706051","25.06009751240658","61","173.40142183557626","20.45360432227431","73","198.3838840122286","18.10307782378612","64","168.21601243305298","33.75733556552962","66","193.7125402414818","34.95628584903606","67","194.32382050226383","13.957419600816376","66","202.0206430709573","16.998599444544855","66","186.94417339681226","11.826947743621153","61","203.33794613354866","28.502802727520372","61","206.52794261063238","36.17331303562414","67","209.71771987837232","29.231858465065365","71","158.30862638606783","17.584665648628963","61","218.8206618304312","32.9717311164245","74","119.28418659089668","38.144324793946964","66","160.79689670833574","24.92826958521077"
,"71","161.64404730142016","21.96052046819195","63","150.0027157524624","25.69278841874561","66","169.81986541780083","16.830814135398455","69","133.61126271921495","25.487945447113244","61","162.0393894217244","20.119525530881305","65","252.1139001781112","36.92568739256367","64","154.74593514281176","18.533554436791203","63","187.55145062042013","21.54349183077189","65","215.1110986243096","22.94000475560364","59","162.5874254067932","38.93018315380841","66","225.50191278466207","15.790578629440407","67","118.6514827610226","12.692820135743482","64","165.74156639760034","33.015092900744655","70","196.62204847514036","15.646747699628236","67","209.8953994759308","20.452165955356204","59","170.5625631283059","24.055708691080152","64","183.3351440183574","17.49478491826241","70","196.55548612040891","22.85044694454945","63","160.46994394540968","25.478214341814","71","182.13243026557865","25.005804652191294","70","193.70892814876922","22.648414985624132","68","199.7955455701795","15.207303959976716","64","184.87167595958508","11.173137225510034","62","204.60598589745575","40.72283690602173","59","199.5272377444018","37.407931311420754","67","221.90563093733397","12.844193141638513","70","157.90706305625994","24.893741639375616","60","211.71161445873716","27.52154175629287","71","123.79721842346825","30.236807740485634","67","172.3726295978379","31.24507120813469"
,"70","170.27275458300065","16.880261861858475","59","138.41012755889386","39.38638704228891","67","176.816166420937","5.182506147888525","69","136.92846609255912","26.95923152667367","63","164.24396353701124","12.480206010484379","68","243.9512065270065","27.63323936162977","62","157.35401369669393","22.331856063196234","57","186.89673650981274","31.058677273388298","67","203.26618623294473","19.29294980515676","53","170.1308405768159","47.88620462117709","71","227.1570082874282","11.174318206453254","69","116.21724993718465","19.870650610321547","69","165.16074422835257","36.53049724570304","71","197.92095758289042","20.072779867489235","64","201.27647022758018","18.57365356564111","57","173.04168746867845","17.98880158608309","62","178.25300978498862","21.150400680250957","69","197.11032906807074","24.19677283871462","62","157.77667578776098","29.339925214711585","64","176.04964371243318","42.8670368638408","70","195.10592923144722","15.931282199437346","59","207.5881974974564","12.637825289987743","62","184.80087965776983","8.310747487863745","63","204.4379036825527","44.457235521212986","61","199.7379160847984","40.7886165363768","68","221.429577995097","18.99330684405478","66","163.69791193800265","26.17655745321284","62","209.20744097103338","34.27435573562006","74","114.32843588991798","23.32970781173663","60","168.56603394437008","23.438773717090776"
,"72","168.7090953507413","16.999105733206914","65","137.73538279219713","33.2702941839762","64","184.45456970731468","15.96196002272749","68","132.46070778123448","29.109329467974348","65","162.60391962767665","7.902196491301055","63","243.2695572977984","35.64715392227152","64","149.42427453921533","16.06724344747013","61","196.96466158695466","24.963510672813126","65","198.66274225644247","25.62180307613996","57","158.05507684138485","47.25655936731014","69","224.81916514737694","14.310393193129558","68","114.98380406284335","21.62516407564398","69","163.70421087845475","23.849046404634702","68","203.96422806614723","21.041675410865313","63","201.42025635348182","15.143042984962094","55","177.3283849065912","19.091464862597967","62","181.6213234829212","13.979200896334625","68","196.67401384746958","20.03653244248892","66","152.24694795358283","26.045933337560804","65","177.2111164206339","40.90114157152214","62","193.18232014005602","24.150622630592853","61","206.87295625215134","9.4369624796424","66","189.3485089801819","10.579858135567083","64","204.5947470515425","32.36646917780796","62","200.6851243080078","36.74564773911248","69","220.923114716497","19.868092065766596","67","153.5069678503767","25.14661862530135","62","213.05901564657913","11.236143856321194","71","108.99178672433226","35.96293441598138","62","174.3543537423287","26.623573141801774"
,"71","173.5333936038079","17.666788837884475","69","139.33980535250296","17.307587244562406","62","189.97856192541875","17.81426948841275","68","135.6377054777075","31.049579517353887","64","162.05302602843068","14.871079430645857","61","238.7152735696603","23.118348277823902","65","157.38150266957075","13.304195433707747","61","185.80413176451208","26.09157489051174","66","197.18052134132924","21.730446205296403","55","177.32806819437604","49.31632026698423","65","234.568090779532","27.71871827014679","68","118.42067524607901","28.95687690338173","70","165.49356928752485","40.547879110165255","69","204.98190341820637","23.333173129873835","65","201.15862067495277","5.8130784379919955","60","171.79469048168636","18.341415902824007","61","181.10825010789463","10.797420515319253","67","195.48994234628745","20.221190992967465","66","148.57310220958067","30.350846964820946","65","177.5141749581824","39.49808040782475","60","192.73238728127072","26.589140654944973","60","207.87093719424897","12.112724715281356","67","188.47288112313782","12.653033094239557","67","199.94471291758654","18.653261334419238","65","216.104062624575","24.379149773744643","67","218.64505754219937","17.737411833336886","65","152.53541147646578","19.222708377890136","63","236.55929745119602","22.534266568037612","66","104.08372505243491","31.968808219718188","61","170.00991946584764","30.683250370895248"
,"71","173.39679188175307","22.022435199054925","69","129.36694026916663","7.432922056518348","61","188.65958901860216","13.12176811001627","65","158.12024791964544","25.588297204844064","59","161.58291763116438","18.42568270534987","58","246.00144712400132","28.32649363501192","65","155.41649786884668","11.325904301887753","60","187.84674760526343","23.529803790362998","62","199.1659024194733","25.296155551969505","59","171.00567337462678","41.95811413193099","60","232.51842803428352","35.949028280906894","67","125.21400807944012","42.2032981190232","67","163.9706983126499","48.54350965001934","71","200.463598425345","14.307614986934517","64","199.93936271737502","5.73276187135825","60","176.24964042279956","22.702928773062837","61","189.91292028844973","14.166005769856575","66","198.3210861053779","20.01602839524902","62","149.8924808907269","35.028374645844444","61","158.10843582371632","38.85035810528035","62","188.8844118711342","23.982547729191214","60","208.05201245918502","9.339094585811234","64","190.28481486944543","6.382578443175792","66","201.17050241985595","24.265712008281024","62","209.73243137946787","12.551763013623622","66","221.67950572806822","25.56316002834004","67","157.74820926096746","22.335472124490988","61","240.7730411847517","29.443051659923086","68","100.15991508973508","35.20114017406706","63","162.5351982996137","24.69568758594824"
,"66","169.60031701967108","27.488747953890474","65","125.39926952143546","22.1041414769904","63","179.75857370485744","15.611265542991914","61","154.5304374721021","13.709886811139798","63","161.4769729800899","16.25143753975279","61","243.3530929543","23.3059203411241","65","149.61032716736875","16.928709476245288","63","186.10116537092142","21.82445921520377","67","199.02792735979344","17.962689234096274","59","153.5441717146059","52.86494769133179","60","230.83777231577196","25.336648364310392","67","128.3679967140019","37.50377210112407","66","167.08560989200976","54.89104803363788","67","204.61402343371265","17.71224039605102","64","201.87299207911514","5.953409590568542","58","179.0946660971643","20.97230303502465","60","178.10326559068693","34.33868221304682","66","194.64077344536108","18.486376893918763","63","145.3146933988738","30.83591634065512","68","161.75383669827053","28.50684306021157","62","193.45290021989206","14.314640083427548","61","203.95730383837082","9.840205172572562","68","192.07999181152584","6.242273110012439","65","191.98158865285367","19.624690633682953","58","192.67785886215705","18.827646289229207","65","218.2961751474672","19.778209376065437","68","162.4546088676042","17.598437691921784","64","243.06724799002725","17.689010267060294","66","97.65204315485373","30.636820090909282","60","177.85005168630437","19.831833672671838"
,"68","173.31438826366522","21.65188745392991","65","130.6282100517145","11.068645876110338","63","169.16712159154173","14.694607544544963","60","165.00828491856763","19.604894277259458","61","160.20882486701655","28.110827915041256","57","246.70810333687538","25.00695803671147","59","158.74915162564102","15.65924750304969","60","166.58382810156962","35.17516004697909","66","199.25207540024672","19.334912573615032","61","154.46996264092041","40.78456360950944","63","231.62699003296763","9.651477588835624","66","125.52637184263197","27.888655950311076","69","166.07254270743888","58.04179876310592","67","199.60570310540845","19.403102632929258","66","201.64465491127044","11.369604432804904","55","176.24297530748854","23.881479094526483","61","179.0697412909199","32.096199491866145","66","189.8636583325993","14.94979951856904","64","140.11498384249433","19.769216978900683","66","162.76917835238496","34.8007243251725","63","199.69611508969734","12.085697047119393","58","206.46817451901734","8.863090324951727","65","193.51474523230428","6.948926606487837","66","194.63374473058613","13.80852181459231","60","189.32951512587158","17.93958178294786","62","222.51211585839852","21.52889932295048","70","148.02360237853722","13.872084752883547","67","244.18285854896786","16.20043576001049","64","88.54166405620208","19.03844612072328","56","177.47028062246622","21.38464674611075"
,"66","180.3521290397752","23.206865218614023","63","113.97919273493603","26.99759710052916","62","169.1417432226206","18.59366975496066","59","158.07437895117883","32.26958583887746","60","154.15188777431783","11.944959528401627","54","246.10267386789462","24.68978710578012","62","157.86865567980473","16.08907350121839","59","172.57099413461324","43.71661069513307","66","202.61229442013658","12.337858318414783","62","160.53204265707595","50.156032734710706","65","232.46941873975658","14.182966028618148","67","121.6648736769362","27.124232469013368","71","166.44051621830857","28.643664936772982","68","196.9191133834883","20.655240073090702","64","198.1211086596737","20.16627941739823","58","179.7820103229859","21.92193057032268","61","175.54479608542505","22.942843174201208","68","194.0978624392252","8.012879955667238","59","133.13502960150348","22.688881006280514","64","166.70633224745376","33.58008171648001","60","196.13731781618634","16.512433674029264","60","213.41536394745427","13.409238227145744","62","189.3365410565517","11.47851166406986","69","194.19408498793302","5.102909961317655","58","181.79374462025487","10.832438921120934","62","229.1225685578596","29.118063663596047","64","141.2588402529332","17.375972899817196","59","251.70799271223456","20.91476446705299","64","92.76371696075796","19.243572643464155","60","178.24655828150193","24.125499607220373"
,"67","183.89280470252072","21.630547964793955","64","123.8609482692104","24.85300770945261","60","172.52359190202938","18.78446445185074","52","156.50140905709935","36.21534819846233","59","163.1658996087163","12.529243197593232","54","253.3469168471171","31.192101249337448","60","154.1299298170381","15.055017006013113","58","167.156072249618","40.952410650361955","64","205.53126797705264","26.97290976068977","62","173.2864385814119","32.131362777351775","60","229.02232245655964","16.83364514422023","66","115.8595535936654","20.62709626240603","68","167.93776065803073","42.94603068983168","61","194.8775177724866","29.663801114820302","62","205.5274537651386","31.521015452254094","63","176.64985554975533","21.41661705279556","58","172.29328836055183","25.875747295081666","65","195.8208365956719","11.339087761913191","63","135.61728982712575","25.610304527438753","63","164.85663141584985","50.046901829143444","63","193.11414436471964","19.727153105305","60","209.52934655921266","12.873315630307081","60","188.34582829138813","23.608940684387502","64","191.07064471881228","12.450642383871376","61","187.21655568027225","11.726979311426819","62","224.45046557480458","20.33381666382173","64","143.36832020930112","19.77022989779435","65","240.88285739498338","17.807377303008913","61","97.23627939221811","21.705055561118083","61","186.2085701144821","24.5151400473498"
,"66","183.11995838071016","17.749759738119053","61","114.51096640887998","27.436124003883545","62","173.61240608463845","9.185462009549472","51","155.93268195897105","42.00784710396697","61","158.93351222280126","15.353718605111979","57","256.9423154674001","54.86125566263776","54","147.14668699942823","15.021190063619551","57","160.78858802743895","44.37574223824783","66","199.3845095664692","14.42668672503182","64","170.0323847589623","38.58107276752431","64","228.3229805018391","14.37507811263085","69","118.33805819880833","31.856580501615074","66","172.7582391562013","25.08033085383352","64","197.28445241955382","17.58979711434511","60","209.62081617960507","27.950056948003965","62","176.4284461325355","13.680316404749307","56","186.1997580839494","36.12149763634078","66","192.67497216904138","9.50850703265585","67","126.40540262005669","20.491316460941476","61","166.12818295372946","30.75632985563601","57","191.4059017244363","17.764838400619805","57","211.4411199297001","13.745840171179314","57","189.93839720478525","21.43949015756711","65","190.4252842114289","12.746031344292161","59","184.0455772580746","9.477709842537992","62","216.6218319771853","19.835014775147314","65","141.71080683218125","24.554519816210107","61","246.21545446780584","15.76675677693684","56","95.43498424794528","25.319958403232828","61","187.66280550217738","13.111693266492445"
,"63","180.94887000074422","18.807373820591614","60","126.7269743233156","13.343752519189438","61","165.38781717749572","3.6562440488366112","54","162.7141211101226","38.833829143298345","59","154.29411765073792","9.42767422128806","57","265.31226138958414","25.09765399454633","54","146.5872487655276","27.311393377836275","51","161.79580645488159","61.576364516344384","67","204.8641089443944","14.142288929597782","62","182.59144705059452","22.711551738320324","62","231.2330272023099","6.334815547683512","63","109.30778445461296","29.991519031880486","65","162.93267859849297","23.705088773000565","58","198.4162246488691","20.52878784825036","65","212.06941838788867","8.954252523039335","61","174.33407879248625","13.874077406484561","56","186.94925484997597","36.32580110006347","65","191.67209339291506","15.747815498157264","68","123.4421291652581","15.172798190613477","61","157.4700834764487","34.31625814877172","56","194.72785095817542","16.882535204521805","57","216.16451965947297","11.073231785550236","54","188.5103637318633","21.077347260713367","62","192.56858793262674","11.581854737321105","61","193.18937193707455","8.551960726742573","62","225.68557914346744","17.747531568992272","61","138.40298490891584","23.44244622448634","61","246.22566408310504","15.607785287210449","60","90.65917549504701","28.714192964976416","63","189.97237128585365","10.100106917408375"
,"63","173.31375605478485","15.644296797039626","60","134.50969142079828","13.020121846082478","59","180.83343310091297","15.531717963047356","52","165.35466750276436","40.001435596869264","56","158.48187160963158","18.749154685750728","57","259.79251983176744","50.626083054246685","56","150.87292171499035","21.55126968524442","57","156.3235966508031","51.176606390039105","65","198.48964762116387","19.75367456720496","62","176.17427094643884","44.887083726398934","64","227.61803556780407","15.088213463683392","60","106.00725289592289","22.224425847434922","64","170.57667153393842","24.169218879649165","60","195.37601616699857","24.723071605306814","66","209.05117056053683","16.210943948798246","64","170.55134668467153","17.586405361164896","57","181.75484992892007","35.10481863250294","61","192.52030778177618","18.91972276779655","62","133.61777738571706","13.979915287274288","62","171.50980313221493","35.879068739663076","58","202.74612230335123","13.82680656650144","61","215.70127891858274","7.184815099646777","60","185.046303229692","13.319359517043685","58","200.47332574417612","25.38564921917303","59","196.5595600352706","9.120091131297253","62","228.11524645367808","15.946233434590932","61","142.9779671655559","27.055020653520096","64","248.23817302767418","16.80854103559436","55","85.06049422080578","24.308627751275324","59","187.76471315424615","15.604156717852556"
,"61","170.14302127158436","14.348920714429616","58","133.84559646566873","16.597667043078477","56","183.77546435329393","16.589510960214106","53","150.41634321309255","38.043519597645115","54","157.48067774042156","18.14774832487202","54","259.94265132901944","60.41427611372009","59","147.64093506973117","29.22528286910077","54","158.14056624245347","51.17224131185775","66","208.27021944092684","15.710634918690248","61","183.46231388956474","49.095850356038305","63","234.2546906697756","23.329074548229066","63","108.80411067762525","29.074146772449264","62","176.40502833810427","23.10338461851614","58","198.86929910450394","23.134836292532828","64","209.3320741136801","19.902894144690453","63","172.30713453041585","10.303288831124991","50","185.54066777036894","34.81300090723338","60","201.12257837322002","11.59963632453957","57","126.4532604714261","24.409893470846924","60","181.1640639302978","31.76654483686269","58","207.4113197873319","13.335117864433768","64","219.13561085336175","5.792132961110908","61","187.331409612636","19.17287674879758","57","197.2503892447761","25.27475540485349","57","186.6687654545155","9.250593364897636","64","226.3767202957866","11.813811802014394","62","139.08186121791275","22.91277599526961","64","247.52911981417498","11.65477748260334","56","77.59915266336252","17.456973307631934","57","192.03222603087949","14.292185785283548"
,"57","176.81278942929407","17.0652535880135","62","146.13407142279698","16.045934826342027","54","171.0874757631534","13.051278272461493","55","148.89397658404278","35.03278376742471","55","158.93165671655885","22.30983556598222","54","263.23269262183123","41.299560170456246","54","149.15090447295424","22.896878062286014","57","161.865246480353","31.508451127527184","67","209.98780966719247","14.853405399303638","63","173.09480340660664","27.90070324936399","61","237.50435247300584","17.600358794000503","64","114.75565416820498","29.29518966192845","65","172.019043599853","14.394381318790076","62","193.2874492062827","22.021221538751277","63","206.57820259797998","17.17951005999229","62","176.52968059359546","7.896127459447452","52","173.6218150947716","33.5820116467214","58","196.64433355782202","21.39458641060259","60","128.87636594204528","20.769369261203597","63","167.15687579600154","29.106518474608226","54","209.6398440489701","21.39118703617124","63","217.24296549710684","8.59624242745279","63","184.55199413515535","4.9947781820750725","55","191.65004439144917","15.901234393026465","55","207.38619360461357","15.178076444815135","64","224.08111158110646","9.553079884566188","59","140.9795215224437","17.0769716234493","69","252.69633558615791","11.615566255013729","59","88.88702383172279","13.569503993723306","54","176.09399006971492","19.53925856986501"
,"57","183.73103357832125","20.66071101918968","60","150.2293103453926","21.912917250618207","52","159.47693865228325","23.579796491641577","58","143.4186182438355","29.368215725144402","50","154.15881244565222","25.481920825692363","49","260.8247647679192","54.97552513214498","58","152.7775924196865","21.20451792568805","58","153.40329344035365","29.67932977285818","66","213.11665613148094","18.307288622414937","65","187.1581306556529","15.06457620446655","61","236.95452123037967","15.189594778473607","61","116.65737875501236","31.497651931681396","63","178.75169928867544","12.072248435396117","58","197.6772364503689","24.149492407268077","63","214.63018429117568","11.080719656159154","60","175.83070578729522","17.7247293049972","54","173.3601558589456","28.254417434520118","55","194.7748295547697","22.273429602436014","58","124.12388101332768","21.63770072879546","60","169.0308084267034","20.07424662740043","56","208.39186659890572","24.873851114026508","61","215.09917015834534","17.24059544600863","61","183.08584309488344","5.014635375521724","56","191.5406414791146","6.350141613551293","53","204.29728398222377","15.690886856619647","66","226.14539565048793","18.46290947707583","61","138.43804725134524","18.87845234147884","68","254.3055440976044","4.969711841465575","54","80.90263740136464","15.799578571552948","56","174.99460770872867","12.658717812021102"
,"54","177.9817101775769","20.49109059335511","60","148.6483135961806","29.46268699492992","51","166.87638360588446","24.60915496222855","56","146.84363696550648","17.51667420276983","52","160.22061873605298","27.71137230249618","48","278.66991720265963","36.95480129841099","58","148.09750602823908","19.460344525211283","57","144.75278066968846","43.10348470774368","61","202.60858269142395","17.781645782814355","64","183.80407323445237","15.548778038265432","63","236.88175534931767","19.346603527053766","59","118.44336281659932","30.93565214635297","61","178.40140207081208","12.324360603887627","55","201.71384104348147","24.659931477325486","63","215.13077573747995","12.119225064763127","63","181.02460516803725","18.695055012601095","57","177.56308443312187","21.295925974028226","53","202.36756533506696","23.637982119727834","59","128.7939924564615","21.234372412392148","62","173.0781840961234","9.63546129243207","56","203.15758650020192","28.05703678239558","61","215.68030782091674","16.49022819462415","61","177.30064290609175","18.734639591596196","58","188.63813795022324","17.831694505045004","56","189.68452967391343","13.848433010937699","62","227.40901576849325","13.113158857345864","61","140.4034426564402","13.240018479337456","64","256.5547472243283","5.840147968995199","56","71.66685767132506","34.66822504181896","56","171.61424900114","19.564272739639353"
